Name,Age,Gender,Region,Education,Profession,Political_Leaning,Civil_Bias,Criminal_Bias,Fairness_Score,Questionnaire,Prosecution_Bias,Defense_Bias,Neutral_Bias
Bhanumati Sidhu,46,Male,Delhi,High School,Lawyer,5.0,0.59,0.58,0.98,Do you believe everyone deserves a fair trial? I somewhat agree but with some reservations. | Have you ever been involved in a legal dispute? My upbringing emphasized honesty and justice. | How do you feel about strict punishments for crimes? My socio-economic background has made me sensitive to inequality. | Do you think your personal experiences could affect your judgment? I have experienced challenges that make me more empathetic. | What is your opinion on civil lawsuits? My upbringing emphasized honesty and justice. | Do you trust the legal system to be impartial? I somewhat disagree with this viewpoint. | How comfortable are you making decisions that affect others? I somewhat agree but with some reservations. | Have you had any training or work in law enforcement? I somewhat agree but with some reservations. | Do you think age or background influences judgment? I have experienced challenges that make me more empathetic. | What factors would you consider most important when deciding a case? I somewhat agree but with some reservations. | Can you briefly describe your family background? My upbringing emphasized honesty and justice. | Have your early life experiences shaped your perspective on justice? I try to remain unbiased despite personal life experiences. | Do you think your cultural background influences your judgment? I somewhat disagree with this viewpoint. | Have any personal experiences made you more empathetic or critical in decision-making? My socio-economic background has made me sensitive to inequality. | Do you think socio-economic factors affect how you view cases? My socio-economic background has made me sensitive to inequality. | Are there any life experiences that could impact your decisions as a juror? I strongly agree with this statement.,0.19,0.15,0.86
Qadim Murthy,51,Male,Hyderabad,High School,Other,5.5,0.89,0.79,0.04,Do you believe everyone deserves a fair trial? Cultural traditions have shaped how I view responsibility. | Have you ever been involved in a legal dispute? I have experienced challenges that make me more empathetic. | How do you feel about strict punishments for crimes? I somewhat disagree with this viewpoint. | Do you think your personal experiences could affect your judgment? I strongly agree with this statement. | What is your opinion on civil lawsuits? I somewhat agree but with some reservations. | Do you trust the legal system to be impartial? I come from a middle-class family and it taught me fairness. | How comfortable are you making decisions that affect others? I strongly agree with this statement. | Have you had any training or work in law enforcement? I have experienced challenges that make me more empathetic. | Do you think age or background influences judgment? I somewhat agree but with some reservations. | What factors would you consider most important when deciding a case? I somewhat agree but with some reservations. | Can you briefly describe your family background? I have experienced challenges that make me more empathetic. | Have your early life experiences shaped your perspective on justice? I strongly disagree and have opposite experiences. | Do you think your cultural background influences your judgment? I somewhat agree but with some reservations. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat disagree with this viewpoint. | Do you think socio-economic factors affect how you view cases? I strongly disagree and have opposite experiences. | Are there any life experiences that could impact your decisions as a juror? I try to remain unbiased despite personal life experiences.,0.76,0.93,1.0
Caleb Puri,35,Male,Delhi,Postgraduate,Engineer,9.2,0.46,0.37,0.2,Do you believe everyone deserves a fair trial? I somewhat disagree with this viewpoint. | Have you ever been involved in a legal dispute? I have experienced challenges that make me more empathetic. | How do you feel about strict punishments for crimes? Cultural traditions have shaped how I view responsibility. | Do you think your personal experiences could affect your judgment? I come from a middle-class family and it taught me fairness. | What is your opinion on civil lawsuits? I strongly disagree and have opposite experiences. | Do you trust the legal system to be impartial? I strongly agree with this statement. | How comfortable are you making decisions that affect others? Cultural traditions have shaped how I view responsibility. | Have you had any training or work in law enforcement? My socio-economic background has made me sensitive to inequality. | Do you think age or background influences judgment? My upbringing emphasized honesty and justice. | What factors would you consider most important when deciding a case? I come from a middle-class family and it taught me fairness. | Can you briefly describe your family background? I come from a middle-class family and it taught me fairness. | Have your early life experiences shaped your perspective on justice? I come from a middle-class family and it taught me fairness. | Do you think your cultural background influences your judgment? I somewhat agree but with some reservations. | Have any personal experiences made you more empathetic or critical in decision-making? My upbringing emphasized honesty and justice. | Do you think socio-economic factors affect how you view cases? My socio-economic background has made me sensitive to inequality. | Are there any life experiences that could impact your decisions as a juror? I try to remain unbiased despite personal life experiences.,0.22,0.85,0.81
Tanay Mand,63,Female,Kolkata,Postgraduate,Engineer,7.4,0.42,0.97,0.12,Do you believe everyone deserves a fair trial? My socio-economic background has made me sensitive to inequality. | Have you ever been involved in a legal dispute? I have experienced challenges that make me more empathetic. | How do you feel about strict punishments for crimes? I strongly disagree and have opposite experiences. | Do you think your personal experiences could affect your judgment? I try to remain unbiased despite personal life experiences. | What is your opinion on civil lawsuits? I strongly agree with this statement. | Do you trust the legal system to be impartial? My upbringing emphasized honesty and justice. | How comfortable are you making decisions that affect others? I am neutral on this matter. | Have you had any training or work in law enforcement? My socio-economic background has made me sensitive to inequality. | Do you think age or background influences judgment? I come from a middle-class family and it taught me fairness. | What factors would you consider most important when deciding a case? My upbringing emphasized honesty and justice. | Can you briefly describe your family background? I somewhat disagree with this viewpoint. | Have your early life experiences shaped your perspective on justice? I have experienced challenges that make me more empathetic. | Do you think your cultural background influences your judgment? Cultural traditions have shaped how I view responsibility. | Have any personal experiences made you more empathetic or critical in decision-making? I come from a middle-class family and it taught me fairness. | Do you think socio-economic factors affect how you view cases? I strongly agree with this statement. | Are there any life experiences that could impact your decisions as a juror? I come from a middle-class family and it taught me fairness.,0.51,0.05,0.76
Chaitaly Rama,35,Male,Hyderabad,Graduate,Student,6.0,0.84,0.33,0.28,Do you believe everyone deserves a fair trial? I strongly agree with this statement. | Have you ever been involved in a legal dispute? I somewhat agree but with some reservations. | How do you feel about strict punishments for crimes? I somewhat disagree with this viewpoint. | Do you think your personal experiences could affect your judgment? I strongly disagree and have opposite experiences. | What is your opinion on civil lawsuits? I have experienced challenges that make me more empathetic. | Do you trust the legal system to be impartial? I come from a middle-class family and it taught me fairness. | How comfortable are you making decisions that affect others? I somewhat agree but with some reservations. | Have you had any training or work in law enforcement? I try to remain unbiased despite personal life experiences. | Do you think age or background influences judgment? I come from a middle-class family and it taught me fairness. | What factors would you consider most important when deciding a case? I try to remain unbiased despite personal life experiences. | Can you briefly describe your family background? I try to remain unbiased despite personal life experiences. | Have your early life experiences shaped your perspective on justice? I am neutral on this matter. | Do you think your cultural background influences your judgment? Cultural traditions have shaped how I view responsibility. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat disagree with this viewpoint. | Do you think socio-economic factors affect how you view cases? I somewhat disagree with this viewpoint. | Are there any life experiences that could impact your decisions as a juror? Cultural traditions have shaped how I view responsibility.,0.06,0.84,0.87
Samar Jha,56,Male,Mumbai,High School,Business,0.9,0.52,0.34,0.6,Do you believe everyone deserves a fair trial? I strongly agree with this statement. | Have you ever been involved in a legal dispute? I have experienced challenges that make me more empathetic. | How do you feel about strict punishments for crimes? I come from a middle-class family and it taught me fairness. | Do you think your personal experiences could affect your judgment? I am neutral on this matter. | What is your opinion on civil lawsuits? I come from a middle-class family and it taught me fairness. | Do you trust the legal system to be impartial? I strongly agree with this statement. | How comfortable are you making decisions that affect others? Cultural traditions have shaped how I view responsibility. | Have you had any training or work in law enforcement? I come from a middle-class family and it taught me fairness. | Do you think age or background influences judgment? My socio-economic background has made me sensitive to inequality. | What factors would you consider most important when deciding a case? I am neutral on this matter. | Can you briefly describe your family background? Cultural traditions have shaped how I view responsibility. | Have your early life experiences shaped your perspective on justice? My upbringing emphasized honesty and justice. | Do you think your cultural background influences your judgment? I strongly disagree and have opposite experiences. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat agree but with some reservations. | Do you think socio-economic factors affect how you view cases? Cultural traditions have shaped how I view responsibility. | Are there any life experiences that could impact your decisions as a juror? I have experienced challenges that make me more empathetic.,0.49,0.65,0.58
Yamini Sood,34,Male,Bangalore,High School,Lawyer,9.7,0.34,0.74,0.75,Do you believe everyone deserves a fair trial? My socio-economic background has made me sensitive to inequality. | Have you ever been involved in a legal dispute? I strongly agree with this statement. | How do you feel about strict punishments for crimes? Cultural traditions have shaped how I view responsibility. | Do you think your personal experiences could affect your judgment? I somewhat disagree with this viewpoint. | What is your opinion on civil lawsuits? I somewhat agree but with some reservations. | Do you trust the legal system to be impartial? I have experienced challenges that make me more empathetic. | How comfortable are you making decisions that affect others? I come from a middle-class family and it taught me fairness. | Have you had any training or work in law enforcement? I have experienced challenges that make me more empathetic. | Do you think age or background influences judgment? I have experienced challenges that make me more empathetic. | What factors would you consider most important when deciding a case? My socio-economic background has made me sensitive to inequality. | Can you briefly describe your family background? I strongly disagree and have opposite experiences. | Have your early life experiences shaped your perspective on justice? I strongly agree with this statement. | Do you think your cultural background influences your judgment? My socio-economic background has made me sensitive to inequality. | Have any personal experiences made you more empathetic or critical in decision-making? I strongly agree with this statement. | Do you think socio-economic factors affect how you view cases? Cultural traditions have shaped how I view responsibility. | Are there any life experiences that could impact your decisions as a juror? My socio-economic background has made me sensitive to inequality.,0.08,0.12,0.21
Madhavi Subramanian,57,Female,Other,Postgraduate,Business,6.3,0.43,0.31,0.86,Do you believe everyone deserves a fair trial? My upbringing emphasized honesty and justice. | Have you ever been involved in a legal dispute? I somewhat agree but with some reservations. | How do you feel about strict punishments for crimes? I am neutral on this matter. | Do you think your personal experiences could affect your judgment? I somewhat disagree with this viewpoint. | What is your opinion on civil lawsuits? My socio-economic background has made me sensitive to inequality. | Do you trust the legal system to be impartial? I somewhat disagree with this viewpoint. | How comfortable are you making decisions that affect others? I am neutral on this matter. | Have you had any training or work in law enforcement? I have experienced challenges that make me more empathetic. | Do you think age or background influences judgment? I try to remain unbiased despite personal life experiences. | What factors would you consider most important when deciding a case? I strongly agree with this statement. | Can you briefly describe your family background? I try to remain unbiased despite personal life experiences. | Have your early life experiences shaped your perspective on justice? My socio-economic background has made me sensitive to inequality. | Do you think your cultural background influences your judgment? I am neutral on this matter. | Have any personal experiences made you more empathetic or critical in decision-making? I am neutral on this matter. | Do you think socio-economic factors affect how you view cases? I somewhat disagree with this viewpoint. | Are there any life experiences that could impact your decisions as a juror? I try to remain unbiased despite personal life experiences.,0.72,0.78,0.12
Aadi Jha,35,Male,Chennai,Postgraduate,Engineer,1.6,0.15,0.5,0.8,Do you believe everyone deserves a fair trial? I somewhat disagree with this viewpoint. | Have you ever been involved in a legal dispute? I try to remain unbiased despite personal life experiences. | How do you feel about strict punishments for crimes? I come from a middle-class family and it taught me fairness. | Do you think your personal experiences could affect your judgment? Cultural traditions have shaped how I view responsibility. | What is your opinion on civil lawsuits? My socio-economic background has made me sensitive to inequality. | Do you trust the legal system to be impartial? I somewhat disagree with this viewpoint. | How comfortable are you making decisions that affect others? I try to remain unbiased despite personal life experiences. | Have you had any training or work in law enforcement? My socio-economic background has made me sensitive to inequality. | Do you think age or background influences judgment? Cultural traditions have shaped how I view responsibility. | What factors would you consider most important when deciding a case? My socio-economic background has made me sensitive to inequality. | Can you briefly describe your family background? I have experienced challenges that make me more empathetic. | Have your early life experiences shaped your perspective on justice? I strongly disagree and have opposite experiences. | Do you think your cultural background influences your judgment? My socio-economic background has made me sensitive to inequality. | Have any personal experiences made you more empathetic or critical in decision-making? I am neutral on this matter. | Do you think socio-economic factors affect how you view cases? I come from a middle-class family and it taught me fairness. | Are there any life experiences that could impact your decisions as a juror? I have experienced challenges that make me more empathetic.,0.07,0.25,0.96
Irya Bora,32,Female,Chennai,Postgraduate,Engineer,1.2,0.47,0.4,0.07,Do you believe everyone deserves a fair trial? My socio-economic background has made me sensitive to inequality. | Have you ever been involved in a legal dispute? I somewhat agree but with some reservations. | How do you feel about strict punishments for crimes? My upbringing emphasized honesty and justice. | Do you think your personal experiences could affect your judgment? I somewhat disagree with this viewpoint. | What is your opinion on civil lawsuits? Cultural traditions have shaped how I view responsibility. | Do you trust the legal system to be impartial? My socio-economic background has made me sensitive to inequality. | How comfortable are you making decisions that affect others? I come from a middle-class family and it taught me fairness. | Have you had any training or work in law enforcement? My socio-economic background has made me sensitive to inequality. | Do you think age or background influences judgment? My upbringing emphasized honesty and justice. | What factors would you consider most important when deciding a case? Cultural traditions have shaped how I view responsibility. | Can you briefly describe your family background? I try to remain unbiased despite personal life experiences. | Have your early life experiences shaped your perspective on justice? My upbringing emphasized honesty and justice. | Do you think your cultural background influences your judgment? I try to remain unbiased despite personal life experiences. | Have any personal experiences made you more empathetic or critical in decision-making? I have experienced challenges that make me more empathetic. | Do you think socio-economic factors affect how you view cases? I somewhat agree but with some reservations. | Are there any life experiences that could impact your decisions as a juror? I come from a middle-class family and it taught me fairness.,0.45,0.64,0.29
Amol Bhat,32,Female,Mumbai,High School,Teacher,7.1,0.46,0.25,0.72,Do you believe everyone deserves a fair trial? My socio-economic background has made me sensitive to inequality. | Have you ever been involved in a legal dispute? My upbringing emphasized honesty and justice. | How do you feel about strict punishments for crimes? I am neutral on this matter. | Do you think your personal experiences could affect your judgment? I somewhat agree but with some reservations. | What is your opinion on civil lawsuits? I somewhat disagree with this viewpoint. | Do you trust the legal system to be impartial? I am neutral on this matter. | How comfortable are you making decisions that affect others? I strongly disagree and have opposite experiences. | Have you had any training or work in law enforcement? I have experienced challenges that make me more empathetic. | Do you think age or background influences judgment? Cultural traditions have shaped how I view responsibility. | What factors would you consider most important when deciding a case? I come from a middle-class family and it taught me fairness. | Can you briefly describe your family background? My upbringing emphasized honesty and justice. | Have your early life experiences shaped your perspective on justice? I try to remain unbiased despite personal life experiences. | Do you think your cultural background influences your judgment? I have experienced challenges that make me more empathetic. | Have any personal experiences made you more empathetic or critical in decision-making? I am neutral on this matter. | Do you think socio-economic factors affect how you view cases? I am neutral on this matter. | Are there any life experiences that could impact your decisions as a juror? Cultural traditions have shaped how I view responsibility.,0.42,0.34,0.82
Eshana Bava,54,Female,Mumbai,Postgraduate,Other,1.5,0.19,0.05,0.13,Do you believe everyone deserves a fair trial? I come from a middle-class family and it taught me fairness. | Have you ever been involved in a legal dispute? I try to remain unbiased despite personal life experiences. | How do you feel about strict punishments for crimes? I am neutral on this matter. | Do you think your personal experiences could affect your judgment? I somewhat agree but with some reservations. | What is your opinion on civil lawsuits? I strongly disagree and have opposite experiences. | Do you trust the legal system to be impartial? I come from a middle-class family and it taught me fairness. | How comfortable are you making decisions that affect others? I am neutral on this matter. | Have you had any training or work in law enforcement? Cultural traditions have shaped how I view responsibility. | Do you think age or background influences judgment? My socio-economic background has made me sensitive to inequality. | What factors would you consider most important when deciding a case? I somewhat disagree with this viewpoint. | Can you briefly describe your family background? I have experienced challenges that make me more empathetic. | Have your early life experiences shaped your perspective on justice? I try to remain unbiased despite personal life experiences. | Do you think your cultural background influences your judgment? I strongly disagree and have opposite experiences. | Have any personal experiences made you more empathetic or critical in decision-making? My upbringing emphasized honesty and justice. | Do you think socio-economic factors affect how you view cases? My socio-economic background has made me sensitive to inequality. | Are there any life experiences that could impact your decisions as a juror? I somewhat agree but with some reservations.,0.52,0.08,0.86
Girik Pillai,35,Female,Chennai,High School,Teacher,5.7,0.29,0.34,0.69,Do you believe everyone deserves a fair trial? Cultural traditions have shaped how I view responsibility. | Have you ever been involved in a legal dispute? I strongly agree with this statement. | How do you feel about strict punishments for crimes? I somewhat disagree with this viewpoint. | Do you think your personal experiences could affect your judgment? I have experienced challenges that make me more empathetic. | What is your opinion on civil lawsuits? I try to remain unbiased despite personal life experiences. | Do you trust the legal system to be impartial? I strongly disagree and have opposite experiences. | How comfortable are you making decisions that affect others? My upbringing emphasized honesty and justice. | Have you had any training or work in law enforcement? I somewhat disagree with this viewpoint. | Do you think age or background influences judgment? I am neutral on this matter. | What factors would you consider most important when deciding a case? I come from a middle-class family and it taught me fairness. | Can you briefly describe your family background? I am neutral on this matter. | Have your early life experiences shaped your perspective on justice? I come from a middle-class family and it taught me fairness. | Do you think your cultural background influences your judgment? My upbringing emphasized honesty and justice. | Have any personal experiences made you more empathetic or critical in decision-making? Cultural traditions have shaped how I view responsibility. | Do you think socio-economic factors affect how you view cases? I try to remain unbiased despite personal life experiences. | Are there any life experiences that could impact your decisions as a juror? I come from a middle-class family and it taught me fairness.,0.99,0.84,0.83
Onkar Thaker,32,Female,Kolkata,Postgraduate,Engineer,4.2,0.39,0.89,0.6,Do you believe everyone deserves a fair trial? My upbringing emphasized honesty and justice. | Have you ever been involved in a legal dispute? I somewhat disagree with this viewpoint. | How do you feel about strict punishments for crimes? I somewhat agree but with some reservations. | Do you think your personal experiences could affect your judgment? I try to remain unbiased despite personal life experiences. | What is your opinion on civil lawsuits? I come from a middle-class family and it taught me fairness. | Do you trust the legal system to be impartial? I somewhat disagree with this viewpoint. | How comfortable are you making decisions that affect others? My upbringing emphasized honesty and justice. | Have you had any training or work in law enforcement? I have experienced challenges that make me more empathetic. | Do you think age or background influences judgment? I have experienced challenges that make me more empathetic. | What factors would you consider most important when deciding a case? I have experienced challenges that make me more empathetic. | Can you briefly describe your family background? I try to remain unbiased despite personal life experiences. | Have your early life experiences shaped your perspective on justice? I somewhat agree but with some reservations. | Do you think your cultural background influences your judgment? My socio-economic background has made me sensitive to inequality. | Have any personal experiences made you more empathetic or critical in decision-making? I try to remain unbiased despite personal life experiences. | Do you think socio-economic factors affect how you view cases? I strongly agree with this statement. | Are there any life experiences that could impact your decisions as a juror? I am neutral on this matter.,0.57,0.11,0.48
Netra Bhalla,59,Male,Chennai,High School,Teacher,6.8,0.05,0.91,0.28,Do you believe everyone deserves a fair trial? My socio-economic background has made me sensitive to inequality. | Have you ever been involved in a legal dispute? I try to remain unbiased despite personal life experiences. | How do you feel about strict punishments for crimes? I come from a middle-class family and it taught me fairness. | Do you think your personal experiences could affect your judgment? My upbringing emphasized honesty and justice. | What is your opinion on civil lawsuits? I have experienced challenges that make me more empathetic. | Do you trust the legal system to be impartial? I strongly agree with this statement. | How comfortable are you making decisions that affect others? Cultural traditions have shaped how I view responsibility. | Have you had any training or work in law enforcement? I somewhat agree but with some reservations. | Do you think age or background influences judgment? I am neutral on this matter. | What factors would you consider most important when deciding a case? Cultural traditions have shaped how I view responsibility. | Can you briefly describe your family background? Cultural traditions have shaped how I view responsibility. | Have your early life experiences shaped your perspective on justice? My socio-economic background has made me sensitive to inequality. | Do you think your cultural background influences your judgment? I strongly agree with this statement. | Have any personal experiences made you more empathetic or critical in decision-making? I strongly agree with this statement. | Do you think socio-economic factors affect how you view cases? I somewhat agree but with some reservations. | Are there any life experiences that could impact your decisions as a juror? My upbringing emphasized honesty and justice.,0.66,0.71,0.12
Megha Natt,33,Female,Hyderabad,Postgraduate,Engineer,2.0,0.32,0.87,0.01,Do you believe everyone deserves a fair trial? Cultural traditions have shaped how I view responsibility. | Have you ever been involved in a legal dispute? I am neutral on this matter. | How do you feel about strict punishments for crimes? I strongly agree with this statement. | Do you think your personal experiences could affect your judgment? My socio-economic background has made me sensitive to inequality. | What is your opinion on civil lawsuits? I am neutral on this matter. | Do you trust the legal system to be impartial? I have experienced challenges that make me more empathetic. | How comfortable are you making decisions that affect others? My socio-economic background has made me sensitive to inequality. | Have you had any training or work in law enforcement? My socio-economic background has made me sensitive to inequality. | Do you think age or background influences judgment? I strongly agree with this statement. | What factors would you consider most important when deciding a case? My socio-economic background has made me sensitive to inequality. | Can you briefly describe your family background? My upbringing emphasized honesty and justice. | Have your early life experiences shaped your perspective on justice? I strongly agree with this statement. | Do you think your cultural background influences your judgment? I am neutral on this matter. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat agree but with some reservations. | Do you think socio-economic factors affect how you view cases? Cultural traditions have shaped how I view responsibility. | Are there any life experiences that could impact your decisions as a juror? I strongly agree with this statement.,0.36,0.64,0.23
Rajata Varughese,41,Male,Other,High School,Other,4.4,0.43,0.46,0.68,Do you believe everyone deserves a fair trial? I come from a middle-class family and it taught me fairness. | Have you ever been involved in a legal dispute? I strongly agree with this statement. | How do you feel about strict punishments for crimes? I come from a middle-class family and it taught me fairness. | Do you think your personal experiences could affect your judgment? I am neutral on this matter. | What is your opinion on civil lawsuits? I am neutral on this matter. | Do you trust the legal system to be impartial? My socio-economic background has made me sensitive to inequality. | How comfortable are you making decisions that affect others? I strongly agree with this statement. | Have you had any training or work in law enforcement? I have experienced challenges that make me more empathetic. | Do you think age or background influences judgment? I somewhat agree but with some reservations. | What factors would you consider most important when deciding a case? Cultural traditions have shaped how I view responsibility. | Can you briefly describe your family background? I am neutral on this matter. | Have your early life experiences shaped your perspective on justice? I come from a middle-class family and it taught me fairness. | Do you think your cultural background influences your judgment? I try to remain unbiased despite personal life experiences. | Have any personal experiences made you more empathetic or critical in decision-making? Cultural traditions have shaped how I view responsibility. | Do you think socio-economic factors affect how you view cases? I strongly agree with this statement. | Are there any life experiences that could impact your decisions as a juror? Cultural traditions have shaped how I view responsibility.,0.17,0.35,0.39
Yutika Sheth,58,Female,Mumbai,High School,Engineer,7.0,0.7,0.44,0.95,Do you believe everyone deserves a fair trial? I strongly agree with this statement. | Have you ever been involved in a legal dispute? I am neutral on this matter. | How do you feel about strict punishments for crimes? I somewhat agree but with some reservations. | Do you think your personal experiences could affect your judgment? I come from a middle-class family and it taught me fairness. | What is your opinion on civil lawsuits? Cultural traditions have shaped how I view responsibility. | Do you trust the legal system to be impartial? I strongly disagree and have opposite experiences. | How comfortable are you making decisions that affect others? My socio-economic background has made me sensitive to inequality. | Have you had any training or work in law enforcement? My upbringing emphasized honesty and justice. | Do you think age or background influences judgment? I am neutral on this matter. | What factors would you consider most important when deciding a case? I somewhat agree but with some reservations. | Can you briefly describe your family background? I strongly agree with this statement. | Have your early life experiences shaped your perspective on justice? I strongly agree with this statement. | Do you think your cultural background influences your judgment? My upbringing emphasized honesty and justice. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat agree but with some reservations. | Do you think socio-economic factors affect how you view cases? I somewhat agree but with some reservations. | Are there any life experiences that could impact your decisions as a juror? Cultural traditions have shaped how I view responsibility.,0.25,0.3,0.24
Turvi Chaudhry,39,Male,Mumbai,High School,Business,5.4,0.38,0.63,0.63,Do you believe everyone deserves a fair trial? I strongly disagree and have opposite experiences. | Have you ever been involved in a legal dispute? My upbringing emphasized honesty and justice. | How do you feel about strict punishments for crimes? I have experienced challenges that make me more empathetic. | Do you think your personal experiences could affect your judgment? I come from a middle-class family and it taught me fairness. | What is your opinion on civil lawsuits? I try to remain unbiased despite personal life experiences. | Do you trust the legal system to be impartial? Cultural traditions have shaped how I view responsibility. | How comfortable are you making decisions that affect others? Cultural traditions have shaped how I view responsibility. | Have you had any training or work in law enforcement? I strongly agree with this statement. | Do you think age or background influences judgment? I have experienced challenges that make me more empathetic. | What factors would you consider most important when deciding a case? My upbringing emphasized honesty and justice. | Can you briefly describe your family background? My socio-economic background has made me sensitive to inequality. | Have your early life experiences shaped your perspective on justice? I am neutral on this matter. | Do you think your cultural background influences your judgment? I am neutral on this matter. | Have any personal experiences made you more empathetic or critical in decision-making? I try to remain unbiased despite personal life experiences. | Do you think socio-economic factors affect how you view cases? I have experienced challenges that make me more empathetic. | Are there any life experiences that could impact your decisions as a juror? I somewhat disagree with this viewpoint.,0.13,0.35,0.71
Tripti Parikh,39,Male,Hyderabad,Postgraduate,Lawyer,7.8,0.3,0.18,0.93,Do you believe everyone deserves a fair trial? I somewhat agree but with some reservations. | Have you ever been involved in a legal dispute? Cultural traditions have shaped how I view responsibility. | How do you feel about strict punishments for crimes? I strongly disagree and have opposite experiences. | Do you think your personal experiences could affect your judgment? I try to remain unbiased despite personal life experiences. | What is your opinion on civil lawsuits? My upbringing emphasized honesty and justice. | Do you trust the legal system to be impartial? I am neutral on this matter. | How comfortable are you making decisions that affect others? I strongly disagree and have opposite experiences. | Have you had any training or work in law enforcement? I strongly agree with this statement. | Do you think age or background influences judgment? I somewhat agree but with some reservations. | What factors would you consider most important when deciding a case? My upbringing emphasized honesty and justice. | Can you briefly describe your family background? My upbringing emphasized honesty and justice. | Have your early life experiences shaped your perspective on justice? I come from a middle-class family and it taught me fairness. | Do you think your cultural background influences your judgment? My upbringing emphasized honesty and justice. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat disagree with this viewpoint. | Do you think socio-economic factors affect how you view cases? I am neutral on this matter. | Are there any life experiences that could impact your decisions as a juror? My socio-economic background has made me sensitive to inequality.,0.68,0.72,0.94
Girish Ramachandran,25,Male,Bangalore,Graduate,Other,6.9,0.97,0.3,0.56,Do you believe everyone deserves a fair trial? Cultural traditions have shaped how I view responsibility. | Have you ever been involved in a legal dispute? I strongly disagree and have opposite experiences. | How do you feel about strict punishments for crimes? I strongly disagree and have opposite experiences. | Do you think your personal experiences could affect your judgment? I try to remain unbiased despite personal life experiences. | What is your opinion on civil lawsuits? I have experienced challenges that make me more empathetic. | Do you trust the legal system to be impartial? My upbringing emphasized honesty and justice. | How comfortable are you making decisions that affect others? I have experienced challenges that make me more empathetic. | Have you had any training or work in law enforcement? My upbringing emphasized honesty and justice. | Do you think age or background influences judgment? I am neutral on this matter. | What factors would you consider most important when deciding a case? I try to remain unbiased despite personal life experiences. | Can you briefly describe your family background? I try to remain unbiased despite personal life experiences. | Have your early life experiences shaped your perspective on justice? I somewhat disagree with this viewpoint. | Do you think your cultural background influences your judgment? Cultural traditions have shaped how I view responsibility. | Have any personal experiences made you more empathetic or critical in decision-making? My upbringing emphasized honesty and justice. | Do you think socio-economic factors affect how you view cases? I somewhat disagree with this viewpoint. | Are there any life experiences that could impact your decisions as a juror? I strongly agree with this statement.,0.79,0.09,0.41
Janaki Suri,54,Male,Delhi,High School,Business,3.2,0.73,0.27,0.07,Do you believe everyone deserves a fair trial? Cultural traditions have shaped how I view responsibility. | Have you ever been involved in a legal dispute? I try to remain unbiased despite personal life experiences. | How do you feel about strict punishments for crimes? I strongly disagree and have opposite experiences. | Do you think your personal experiences could affect your judgment? I am neutral on this matter. | What is your opinion on civil lawsuits? I have experienced challenges that make me more empathetic. | Do you trust the legal system to be impartial? I strongly disagree and have opposite experiences. | How comfortable are you making decisions that affect others? I try to remain unbiased despite personal life experiences. | Have you had any training or work in law enforcement? I come from a middle-class family and it taught me fairness. | Do you think age or background influences judgment? I try to remain unbiased despite personal life experiences. | What factors would you consider most important when deciding a case? I am neutral on this matter. | Can you briefly describe your family background? I am neutral on this matter. | Have your early life experiences shaped your perspective on justice? I have experienced challenges that make me more empathetic. | Do you think your cultural background influences your judgment? I somewhat disagree with this viewpoint. | Have any personal experiences made you more empathetic or critical in decision-making? I somewhat agree but with some reservations. | Do you think socio-economic factors affect how you view cases? My upbringing emphasized honesty and justice. | Are there any life experiences that could impact your decisions as a juror? I somewhat agree but with some reservations.,0.68,0.97,0.71
Lajita Keer,53,Female,Delhi,Graduate,Other,5.7,0.19,0.87,0.51,Do you believe everyone deserves a fair trial? Cultural traditions have shaped how I view responsibility. | Have you ever been involved in a legal dispute? My upbringing emphasized honesty and justice. | How do you feel about strict punishments for crimes? My socio-economic background has made me sensitive to inequality. | Do you think your personal experiences could affect your judgment? I am neutral on this matter. | What is your opinion on civil lawsuits? I have experienced challenges that make me more empathetic. | Do you trust the legal system to be impartial? I try to remain unbiased despite personal life experiences. | How comfortable are you making decisions that affect others? I strongly agree with this statement. | Have you had any training or work in law enforcement? I somewhat agree but with some reservations. | Do you think age or background influences judgment? Cultural traditions have shaped how I view responsibility. | What factors would you consider most important when deciding a case? Cultural traditions have shaped how I view responsibility. | Can you briefly describe your family background? I try to remain unbiased despite personal life experiences. | Have your early life experiences shaped your perspective on justice? I strongly agree with this statement. | Do you think your cultural background influences your judgment? I have experienced challenges that make me more empathetic. | Have any personal experiences made you more empathetic or critical in decision-making? I strongly disagree and have opposite experiences. | Do you think socio-economic factors affect how you view cases? I am neutral on this matter. | Are there any life experiences that could impact your decisions as a juror? I come from a middle-class family and it taught me fairness.,0.97,0.43,0.38
